Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
7-January-2019,580.00,582.70,568.00,570.75,573.935374941779226828,8588,647,4928957.00,3815,44.42,14.70,-9.25
4-January-2019,615.20,615.20,567.10,581.20,585.226418384070858179,28677,1762,16782538.00,7130,24.86,48.10,-34.00
3-January-2019,617.35,621.35,607.45,611.90,613.510218860637270679,12428,974,7624705.00,5336,42.94,13.90,-5.45
2-January-2019,624.95,643.50,623.00,624.65,631.384884127168976359,8587,646,5421702.00,1238,14.42,20.50,-0.30
1-January-2019,624.70,628.40,623.00,625.05,625.589676405083191405,7633,319,4775126.00,354,4.64,5.40,0.35
31-December-2018,634.10,636.00,621.10,625.60,628.126110923613454831,8889,473,5583413.00,1292,14.53,14.90,-8.50
28-December-2018,635.05,641.05,623.60,632.00,631.952277992277992277,6475,282,4091891.00,2154,33.27,17.45,-3.05
27-December-2018,625.50,633.20,625.45,629.40,629.359292441994027107,4353,213,2739601.00,1594,36.62,7.75,3.90
26-December-2018,620.80,635.00,615.00,632.00,627.269772051536174430,5045,296,3164576.00,2534,50.23,20.00,11.20
24-December-2018,614.90,630.30,613.60,625.60,621.770967741935483870,10850,554,6746215.00,2683,24.73,16.70,10.70
21-December-2018,615.00,615.00,608.00,611.30,612.763531056520870780,5007,225,3068107.00,1478,29.52,7.00,-3.70
20-December-2018,616.00,616.85,607.95,610.10,612.768686421937195931,2261,201,1385470.00,609,26.93,8.90,-5.90
19-December-2018,615.80,619.20,610.40,616.85,614.239705882352941176,2040,178,1253049.00,859,42.11,8.80,1.05
18-December-2018,614.00,617.90,609.10,615.80,613.728948114544939041,3527,190,2164622.00,770,21.83,8.80,1.80
17-December-2018,613.20,613.20,605.00,608.75,607.842618384401114206,2872,186,1745724.00,1249,43.49,8.20,-4.45
14-December-2018,620.00,620.80,607.20,613.50,613.164303009339328951,2891,200,1772658.00,1379,47.70,13.60,-6.50
13-December-2018,621.35,630.00,612.35,619.15,618.551967493584260051,4676,354,2892349.00,1473,31.50,17.65,-2.20
12-December-2018,617.95,627.00,607.80,617.20,617.748126661832245588,8274,447,5111248.00,2966,35.85,19.20,-0.75
11-December-2018,590.00,628.20,590.00,610.90,613.920614493686157805,12433,891,7632875.00,3257,26.20,38.20,20.90
10-December-2018,610.00,610.00,594.00,596.05,597.990943396226415094,2650,144,1584676.00,1151,43.43,16.00,-13.95
7-December-2018,602.25,614.65,602.20,610.55,608.457702803274621681,4031,282,2452693.00,1883,46.71,12.45,8.30
6-December-2018,606.00,607.45,600.00,601.50,603.356939040207522697,3855,293,2325941.00,1250,32.43,7.45,-4.50
5-December-2018,615.00,615.00,602.25,605.15,606.027300541303836196,4249,265,2575010.00,1681,39.56,12.75,-9.85
4-December-2018,607.60,613.00,600.90,608.70,607.765164031154118480,8474,403,5150202.00,3395,40.06,12.10,1.10
3-December-2018,610.00,615.00,600.00,600.85,604.508700930797248077,12355,653,7468705.00,4173,33.78,15.00,-9.15
30-November-2018,603.10,610.00,583.45,604.90,591.126791915234618466,11231,494,6638945.00,2717,24.19,26.55,1.80
29-November-2018,609.70,609.70,580.15,593.85,590.789082112373910265,21909,1193,12943598.00,5275,24.08,29.55,-15.85
28-November-2018,566.00,609.50,565.05,602.25,598.798227992641305956,47291,2628,28317767.00,13303,28.13,44.45,36.25
27-November-2018,564.05,567.90,560.00,564.90,563.917189046519300560,6062,893,3418466.00,3924,64.73,7.90,0.85
26-November-2018,555.00,567.00,544.50,564.35,558.816785252263906856,12368,704,6911446.00,4529,36.62,22.50,9.35
22-November-2018,541.30,559.00,539.50,550.40,552.572651605231866825,12615,736,6970704.00,4729,37.49,19.50,9.10
21-November-2018,552.10,552.10,536.60,541.30,542.512554503082243271,6651,680,3608251.00,3127,47.02,15.50,-10.80
20-November-2018,551.00,557.30,544.00,551.05,550.217781155015197568,6580,2336,3620433.00,4010,60.94,13.30,0.05
19-November-2018,551.00,561.60,541.25,557.75,548.124562718640679660,8004,782,4387189.00,3407,42.57,20.35,6.75
16-November-2018,537.15,557.00,533.65,549.45,543.756629270780214176,7844,570,4265227.00,3169,40.40,23.35,12.30
15-November-2018,540.60,544.00,535.00,537.15,538.713046687580734452,5419,545,2919286.00,2755,50.84,9.00,-3.45
14-November-2018,549.95,550.00,536.75,546.35,544.358913533388684616,8431,748,4589490.00,3855,45.72,13.25,-3.60
13-November-2018,552.00,552.00,532.80,539.85,538.769172770357604480,9284,733,5001933.00,3772,40.63,19.20,-12.15
12-November-2018,565.00,565.00,551.00,552.45,555.071372239747634069,7608,553,4222983.00,4339,57.03,14.00,-12.55
9-November-2018,568.00,568.00,556.05,559.15,561.968857634902411021,6968,560,3915799.00,3543,50.85,11.95,-8.85
7-November-2018,564.00,571.80,564.00,568.40,567.436345481777333999,2003,103,1136575.00,1640,81.88,7.80,4.40
6-November-2018,564.00,565.05,558.05,560.30,560.434770816381882289,3687,245,2066323.00,2163,58.67,7.00,-3.70
5-November-2018,564.00,568.00,555.15,564.10,560.032906360424028268,4528,306,2535829.00,2429,53.64,12.85,0.10
2-November-2018,564.90,565.30,558.65,562.65,562.482900864936793080,7515,419,4227059.00,2986,39.73,6.65,-2.25
1-November-2018,567.80,568.15,557.00,557.80,561.007624918883841661,12328,634,6916102.00,6591,53.46,11.15,-10.00
31-October-2018,558.70,583.70,555.00,564.90,568.173383924853084077,21611,1350,12278795.00,6756,31.26,28.70,6.20
30-October-2018,554.00,562.15,550.65,554.65,555.572034715525554484,5185,512,2880641.00,2410,46.48,11.50,0.65
29-October-2018,569.90,569.90,550.00,553.35,554.546379310344827586,5800,354,3216369.00,3515,60.60,19.90,-16.55
26-October-2018,560.00,570.00,549.00,558.60,553.682370820668693009,9870,703,5464845.00,3621,36.69,21.00,-1.40
25-October-2018,569.70,569.70,548.30,557.85,556.781017864816747498,16289,1072,9069406.00,6960,42.73,21.40,-11.85
24-October-2018,551.50,577.00,551.50,572.25,568.342438278974261019,20941,1396,11901659.00,5130,24.50,25.50,20.75
23-October-2018,580.00,580.00,540.10,556.50,553.979342283276095327,38436,2530,21292750.00,9164,23.84,39.90,-23.50
22-October-2018,639.90,639.90,540.00,564.95,559.156608321103435109,167622,8176,93726949.00,24622,14.69,99.90,-74.95
19-October-2018,687.00,695.00,656.10,661.60,672.531888286786160900,7197,663,4840212.00,3695,51.34,38.90,-25.40
17-October-2018,701.30,705.00,684.05,686.70,692.425395826779909824,9537,991,6603661.00,4845,50.80,20.95,-14.60
16-October-2018,681.15,698.00,679.30,692.25,691.549265876525738545,11306,466,7818656.00,6950,61.47,18.70,11.10
15-October-2018,689.75,717.55,670.55,676.60,685.280659783429866532,7942,650,5442499.00,2243,28.24,47.00,-13.15
12-October-2018,690.20,721.60,684.90,689.80,698.721876495931067496,8356,638,5838520.00,3037,36.35,36.70,-0.40
11-October-2018,684.95,695.85,670.60,687.55,684.670574688579503820,9553,729,6540658.00,3591,37.59,25.25,2.60
10-October-2018,712.30,715.95,685.25,694.65,699.957531209893828024,8571,845,5999336.00,4680,54.60,30.70,-17.65
9-October-2018,719.95,731.45,711.60,713.30,719.837986463620981387,2364,306,1701697.00,968,40.95,19.85,-6.65
8-October-2018,716.25,738.35,710.00,717.65,721.363419672652153186,6293,624,4539540.00,2108,33.50,28.35,1.40
5-October-2018,718.60,721.15,711.00,712.10,714.795952380952380952,4200,636,3002143.00,2257,53.74,10.15,-6.50
4-October-2018,730.05,733.95,711.20,716.05,722.650541671135900461,9323,825,6737271.00,3746,40.18,22.75,-14.00
3-October-2018,756.50,759.40,720.00,739.05,745.473939159077698120,10322,1309,7694782.00,5446,52.76,39.40,-17.45
1-October-2018,780.95,785.70,753.50,757.25,765.490872789503707929,7012,735,5367622.00,2484,35.42,32.20,-23.70
28-September-2018,805.00,805.00,772.40,784.90,784.639112131649445082,7839,1052,6150786.00,2867,36.57,32.60,-20.10
27-September-2018,790.10,810.60,775.75,778.95,783.629700951517897598,8828,818,6917883.00,3523,39.91,34.85,-11.15
26-September-2018,820.00,828.15,784.00,793.15,798.712800000000000000,6250,784,4991955.00,2375,38.00,44.15,-26.85
25-September-2018,820.30,826.15,797.90,809.60,809.370607028753993610,5321,527,4306661.00,2376,44.65,28.25,-10.70
24-September-2018,815.00,838.40,801.45,816.05,822.723285000609236018,8207,685,6752090.00,3059,37.27,36.95,1.05
21-September-2018,831.20,839.75,794.80,811.10,818.431254558716265499,16452,1258,13464831.00,7891,47.96,44.95,-20.10
19-September-2018,831.25,835.60,817.35,824.65,826.388743073782443861,3429,333,2833687.00,1151,33.57,18.25,-6.60
18-September-2018,848.95,855.50,828.00,833.15,836.880528634361233480,5675,488,4749297.00,2701,47.59,27.50,-15.80
17-September-2018,849.25,858.70,845.75,849.05,851.121686362184605557,3131,237,2664862.00,1759,56.18,12.95,-0.20
14-September-2018,849.75,866.00,842.50,849.15,852.847292418772563176,5540,468,4724774.00,1650,29.78,23.50,-0.60
12-September-2018,881.30,884.80,838.40,842.15,852.348708599209966575,16455,1137,14025398.00,7548,45.87,46.40,-39.15
11-September-2018,895.00,904.00,861.15,875.60,885.168823578525507222,11977,1162,10601667.00,3840,32.06,42.85,-19.40
10-September-2018,867.00,915.00,863.30,881.35,896.592346223201763173,49910,2517,44748924.00,12193,24.43,51.70,14.35
7-September-2018,852.00,873.20,852.00,869.00,866.599311000237586124,16836,1124,14590066.00,5806,34.49,21.20,17.00
6-September-2018,812.00,853.50,811.00,846.70,834.230426134651316979,33182,2636,27681434.00,14359,43.27,42.50,34.70
5-September-2018,843.65,843.70,800.00,806.55,812.214683351572536518,21017,1359,17070316.00,10219,48.62,43.70,-37.10
4-September-2018,850.00,858.00,838.60,841.40,848.942048517520215633,17808,935,15117960.00,5083,28.54,19.40,-8.60
3-September-2018,837.00,849.70,834.00,836.90,841.963592499177541397,9119,646,7677866.00,3421,37.52,15.70,-0.10
31-August-2018,838.00,839.30,818.20,829.70,826.825456364091022755,7998,465,6612950.00,3028,37.86,21.10,-8.30
30-August-2018,846.90,852.05,826.00,836.60,840.630698005698005698,5616,328,4720982.00,1610,28.67,26.05,-10.30
29-August-2018,850.00,857.55,835.35,837.95,841.881799163179916317,6692,335,5633873.00,2405,35.94,22.20,-12.05
28-August-2018,850.05,864.35,842.00,847.85,850.385334942667471333,3314,253,2818177.00,1665,50.24,22.35,-2.20
27-August-2018,868.00,868.00,844.10,847.65,851.790716480672812550,6183,445,5266622.00,3463,56.01,23.90,-20.35
24-August-2018,875.00,875.00,860.00,862.85,869.287598944591029023,3411,271,2965140.00,1318,38.64,15.00,-12.15
23-August-2018,850.00,874.75,850.00,873.05,870.476237008083858932,11257,900,9798951.00,6122,54.38,24.75,23.05
21-August-2018,868.95,875.00,846.85,849.55,859.370603623679875981,10321,580,8869564.00,4957,48.03,28.15,-19.40
20-August-2018,872.00,875.50,866.45,871.25,872.900146305779078273,5468,492,4773018.00,3352,61.30,9.05,-0.75
17-August-2018,877.00,879.20,864.30,869.95,872.948078465689491723,13713,1251,11970737.00,4841,35.30,14.90,-7.05
16-August-2018,868.00,880.00,865.50,868.50,875.424436048449827758,17998,1132,15755889.00,9093,50.52,14.50,0.50
14-August-2018,850.20,890.00,850.20,868.35,874.996403986437891708,29199,1981,25549020.00,11183,38.30,39.80,18.15
13-August-2018,850.00,856.70,843.25,850.20,850.978289473684210526,4560,281,3880461.00,1810,39.69,13.45,0.20
10-August-2018,835.05,853.20,835.00,848.85,848.075823334184324738,3917,377,3321913.00,2187,55.83,18.20,13.80
9-August-2018,849.95,857.95,835.00,841.25,846.505896768264665339,6529,388,5526837.00,2354,36.05,22.95,-8.70
8-August-2018,866.00,876.00,840.15,845.50,859.173778602350030921,9702,638,8335704.00,4434,45.70,35.85,-20.50
7-August-2018,860.00,870.00,847.25,862.20,862.567212513748014175,16366,1114,14116775.00,7938,48.50,22.75,2.20
6-August-2018,840.00,867.20,840.00,855.00,854.943432051311737328,215935,1267,184612210.00,207229,95.97,27.20,15.00
3-August-2018,830.05,840.40,826.00,835.55,837.818594416173841287,7271,509,6091779.00,4374,60.16,14.40,5.50
2-August-2018,835.90,839.95,811.05,830.45,826.587808282922289436,10745,1055,8881686.00,2411,22.44,28.90,-5.45
1-August-2018,838.00,840.00,827.95,829.90,832.771482530689329556,4236,319,3527620.00,1980,46.74,12.05,-8.10
31-July-2018,820.00,841.95,819.50,834.15,832.896799765120375807,6812,631,5673693.00,1901,27.91,22.45,14.15
30-July-2018,865.00,871.50,815.80,826.30,842.692637270153783377,39211,1943,33042821.00,5929,15.12,55.70,-38.70
27-July-2018,848.00,854.00,818.70,834.70,830.258330619776402908,9213,748,7649170.00,3793,41.17,35.30,-13.30
26-July-2018,841.65,868.00,833.30,848.00,851.817667736512303224,6543,508,5573443.00,1897,28.99,34.70,6.35
25-July-2018,848.00,869.80,835.15,840.25,850.736021069692058346,4936,431,4199233.00,2454,49.72,34.65,-7.75
24-July-2018,845.00,860.00,835.75,846.50,849.007503949447077409,5064,409,4299374.00,2914,57.54,24.25,1.50
23-July-2018,827.10,847.75,827.10,840.80,836.863100324730815245,5851,522,4896486.00,3743,63.97,20.65,13.70
20-July-2018,828.00,835.10,808.95,826.85,825.524350294824197423,4579,470,3780076.00,1346,29.40,26.15,-1.15
19-July-2018,827.85,836.50,817.50,827.75,825.728502565697403203,6431,592,5310260.00,3233,50.27,19.00,-0.10
18-July-2018,828.00,840.00,827.00,832.95,834.535270354257302672,6436,561,5371069.00,3195,49.64,13.00,4.95
17-July-2018,818.00,839.45,810.05,826.00,826.430785395324402416,7614,774,6292444.00,2797,36.73,29.40,8.00
16-July-2018,816.05,839.90,798.00,810.10,810.851079832384226925,37228,2550,30186364.00,14211,38.17,41.90,-5.95
13-July-2018,843.55,847.25,811.00,816.75,823.635881907645722937,7926,492,6528138.00,1902,24.00,36.25,-26.80
12-July-2018,849.00,859.95,829.25,843.50,849.738389577794186153,315557,1091,268140897.00,303233,96.09,30.70,-5.50
11-July-2018,858.00,865.00,834.00,844.00,858.550471991788520755,178287,894,153068388.00,162483,91.14,31.00,-14.00
10-July-2018,852.00,880.00,850.95,858.60,863.973627760252365930,7925,557,6846991.00,3734,47.12,29.05,6.60
9-July-2018,838.00,873.00,826.95,850.70,855.158529533250722841,12105,959,10351694.00,4138,34.18,46.05,12.70
6-July-2018,819.00,838.00,819.00,834.75,832.033668205267445017,3683,369,3064380.00,1984,53.87,19.00,15.75
5-July-2018,828.00,828.60,815.00,818.70,819.670962850644427596,1319,130,1081146.00,550,41.70,13.60,-9.30
4-July-2018,811.00,840.00,808.00,827.35,829.054235621825331804,6103,329,5059718.00,3562,58.36,32.00,16.35
3-July-2018,800.00,818.30,797.00,810.75,810.001899335232668566,4212,304,3411728.00,2701,64.13,21.30,10.75
2-July-2018,811.00,822.70,792.40,802.95,803.387096774193548387,5735,372,4607425.00,2520,43.94,30.30,-8.05
29-June-2018,788.00,814.40,788.00,811.30,803.587023977433004231,3545,387,2848716.00,1385,39.07,26.40,23.30
28-June-2018,799.10,799.10,779.15,781.45,786.430228471001757469,5690,381,4474788.00,2469,43.39,19.95,-17.65
27-June-2018,820.00,828.00,779.05,796.90,798.724963361016121152,12282,636,9809940.00,6250,50.89,48.95,-23.10
26-June-2018,823.00,830.00,813.95,820.70,823.403460837887067395,1098,98,904097.00,518,47.18,16.05,-2.30
25-June-2018,828.25,842.00,812.80,824.35,829.229962546816479400,4005,279,3321066.00,1156,28.86,29.20,-3.90
22-June-2018,815.00,843.20,815.00,830.25,835.523743872549019607,13056,663,10908598.00,3756,28.77,28.20,15.25
21-June-2018,809.00,833.40,809.00,826.05,827.236051959114139693,9392,369,7769401.00,4527,48.20,24.40,17.05
20-June-2018,825.00,836.40,800.00,809.75,816.241924994580533275,9226,442,7530648.00,4354,47.19,36.40,-15.25
19-June-2018,806.00,843.50,806.00,825.90,833.481637997738229867,16801,951,14003325.00,5487,32.66,37.50,19.90
18-June-2018,812.00,823.00,804.15,809.95,813.500962155227710070,4677,317,3804744.00,2600,55.59,18.85,-2.05
15-June-2018,821.00,836.70,801.20,812.05,814.837662337662337662,4158,290,3388095.00,1500,36.08,35.50,-8.95
14-June-2018,808.00,823.00,808.00,820.20,817.881218429511709781,6533,331,5343218.00,3235,49.52,15.00,12.20
13-June-2018,825.00,833.50,801.00,805.30,815.704374776493026582,8389,410,6842944.00,3316,39.53,32.50,-19.70
12-June-2018,791.00,833.05,791.00,827.70,820.029641668601501431,12921,607,10595603.00,4099,31.72,42.05,36.70
11-June-2018,768.00,801.20,763.20,791.55,788.318594104308390022,5292,488,4171782.00,1552,29.33,38.00,23.55
8-June-2018,766.00,776.95,759.10,768.40,766.401361509005814778,7051,254,5403896.00,4222,59.88,17.85,2.40
7-June-2018,762.00,778.45,760.05,768.55,769.679079798705966930,6955,433,5353118.00,2592,37.27,18.40,6.55
6-June-2018,759.55,777.30,741.05,759.95,760.140164707589609635,55128,384,41905007.00,52053,94.42,36.25,0.40
5-June-2018,777.00,777.55,732.00,757.90,748.236122520830888393,8521,597,6375720.00,3431,40.27,45.55,-19.10
4-June-2018,797.00,797.00,768.20,772.75,789.555950083243705155,135746,565,107179062.00,4229,3.12,28.80,-24.25
1-June-2018,804.95,824.00,778.00,789.80,801.507189336691855583,19056,969,15273521.00,5013,26.31,46.00,-15.15
31-May-2018,821.00,825.35,769.00,787.60,800.868912871808370623,7598,379,6085002.00,3849,50.66,56.35,-33.40
30-May-2018,833.00,836.75,823.00,829.20,830.744022503516174402,6399,366,5315931.00,2428,37.94,13.75,-3.80
29-May-2018,811.00,835.40,808.00,832.20,822.409445585215605749,4870,370,4005134.00,1776,36.47,27.40,21.20
28-May-2018,839.00,844.85,792.10,807.40,812.337802723209645566,9621,675,7815502.00,2847,29.59,52.75,-31.60
25-May-2018,849.00,859.90,830.00,838.55,842.117043661230931088,11406,709,9605187.00,3823,33.52,29.90,-10.45
24-May-2018,831.60,866.90,831.60,839.60,852.061964083481637275,43267,3044,36866165.00,13336,30.82,35.30,8.00
23-May-2018,821.00,852.45,818.25,827.15,841.025466812372309592,21047,1114,17701063.00,7797,37.05,34.20,6.15
22-May-2018,800.00,828.00,791.30,820.90,813.976118673078490504,12269,529,9986673.00,5296,43.17,36.70,20.90
21-May-2018,800.05,804.75,775.90,799.25,792.605096799683919399,10124,850,8024334.00,4235,41.83,28.85,-0.80
18-May-2018,807.85,814.40,785.00,796.20,801.933134328358208955,5025,317,4029714.00,2136,42.51,29.40,-11.65
17-May-2018,804.85,839.20,792.80,802.95,821.040103612563023266,21619,1363,17750066.00,7078,32.74,46.40,-1.90
16-May-2018,793.00,809.00,784.75,799.75,804.584812266087166485,8283,354,6664376.00,4015,48.47,24.25,6.75
15-May-2018,799.45,808.30,780.40,785.10,793.963244107071514182,5006,281,3974580.00,1876,37.48,27.90,-14.35
14-May-2018,804.85,814.00,792.00,796.50,806.746202980837473385,14090,661,11367054.00,4940,35.06,22.00,-8.35
11-May-2018,775.05,807.85,775.00,802.05,801.010027234463976231,16156,833,12941118.00,6376,39.47,32.85,27.00
10-May-2018,780.10,785.25,759.00,776.35,778.345465161541455819,10276,1613,7998278.00,5721,55.67,26.25,-3.75
9-May-2018,766.65,783.00,766.60,778.80,776.731613611416026344,3644,153,2830410.00,1882,51.65,16.40,12.15
8-May-2018,789.30,789.30,765.00,771.60,774.427272727272727272,7260,315,5622342.00,3182,43.83,24.30,-17.70
7-May-2018,777.00,788.05,774.25,778.70,780.630044843049327354,3122,237,2437127.00,1445,46.28,13.80,1.70
4-May-2018,790.55,793.20,760.70,774.10,773.573108192620387742,7995,462,6184717.00,1771,22.15,32.50,-16.45
3-May-2018,788.00,800.45,762.95,777.65,782.888478366553232863,10285,792,8052008.00,2409,23.42,37.50,-10.35
2-May-2018,810.00,814.80,761.45,776.55,789.096429720167256352,15545,792,12266504.00,5638,36.27,53.35,-33.45
30-April-2018,776.00,825.00,760.50,808.00,803.258455844556389431,38908,1868,31253180.00,8202,21.08,64.50,32.00
27-April-2018,777.00,782.80,748.70,773.65,769.628138441532459737,19994,1250,15387945.00,7149,35.76,34.10,-3.35
26-April-2018,772.00,779.00,765.60,774.35,773.295422674481320340,27811,1820,21506119.00,7459,26.82,13.40,2.35
25-April-2018,725.85,774.85,725.85,769.15,756.913281235900305004,55409,3552,41939808.00,16328,29.47,49.00,43.30
24-April-2018,748.15,761.35,715.00,725.85,736.361406895719586136,33151,1819,24411117.00,7269,21.93,46.35,-22.30
23-April-2018,738.75,782.00,736.60,745.60,753.561984171848501978,35380,1958,26661023.00,14176,40.07,45.40,6.85
20-April-2018,699.00,739.00,695.85,731.45,714.347282365238166343,80364,1680,57407805.00,61798,76.90,43.15,32.45
19-April-2018,670.50,709.00,670.50,698.35,690.078375462392108508,12976,703,8954457.00,5744,44.27,38.50,27.85
18-April-2018,683.90,693.25,673.05,677.10,683.892438402718776550,5885,400,4024707.00,2743,46.61,20.20,-6.80
17-April-2018,689.00,689.00,682.00,685.75,685.346153846153846153,3510,286,2405565.00,1596,45.47,7.00,-3.25
16-April-2018,685.00,688.20,677.25,684.80,683.758699876346935170,5661,412,3870758.00,2843,50.22,10.95,-0.20
13-April-2018,678.05,696.55,675.05,687.60,691.917015332886703492,79111,1073,54738247.00,69065,87.30,21.50,9.55
12-April-2018,663.75,678.00,662.50,675.05,674.268055442976412417,12337,565,8318445.00,6129,49.68,15.50,11.30
11-April-2018,674.00,674.00,660.05,663.70,667.165853341141258377,15369,1279,10253672.00,8494,55.27,13.95,-10.30
10-April-2018,680.00,687.45,670.00,672.10,676.850024983938896423,14009,1024,9481992.00,6672,47.63,17.45,-7.90
9-April-2018,683.95,685.95,671.60,675.35,676.470205924608332763,14617,1207,9887965.00,5115,34.99,14.35,-8.60
6-April-2018,677.50,684.95,672.10,678.85,679.335909090909090909,6600,403,4483617.00,2713,41.11,12.85,1.35
5-April-2018,684.00,686.00,671.85,677.50,676.918953980609040010,14646,700,9914155.00,3911,26.70,14.15,-6.50
4-April-2018,680.00,682.00,658.00,675.45,669.603155339805825242,18952,1002,12690319.00,5781,30.50,24.00,-4.55
3-April-2018,700.00,701.60,673.30,677.00,682.794014899616987246,23759,1189,16222503.00,6467,27.22,28.30,-23.00
2-April-2018,697.00,714.05,682.50,685.05,693.581183134046570169,22246,1349,15429407.00,8146,36.62,31.55,-11.95
28-March-2018,734.00,734.00,679.10,690.70,705.089116172935088219,147246,6190,103821552.00,43163,29.31,54.90,-43.30
27-March-2018,788.00,802.95,778.70,782.65,790.009870004814636494,4154,520,3281701.00,1581,38.06,24.25,-5.35
26-March-2018,797.55,805.00,771.20,779.90,787.293560606060606060,7392,739,5819674.00,2610,35.31,33.80,-17.65
23-March-2018,779.95,813.25,759.00,784.45,769.738403110588660819,11059,468,8512537.00,4149,37.52,54.25,4.50
22-March-2018,805.90,807.05,777.80,789.95,789.651327700663850331,6628,609,5233809.00,2134,32.20,29.25,-15.95
21-March-2018,819.70,824.00,791.00,799.05,809.833402922755741127,4790,323,3879102.00,2210,46.14,33.00,-20.65
20-March-2018,799.00,812.40,796.05,809.25,807.924759080800593031,2698,230,2179781.00,612,22.68,16.35,10.25
19-March-2018,816.00,819.10,788.55,802.45,804.105985512771635531,5246,384,4218340.00,1374,26.19,30.55,-13.55
16-March-2018,848.00,848.00,809.50,815.90,829.122666277712952158,6856,589,5684465.00,2369,34.55,38.50,-32.10
15-March-2018,847.95,852.80,837.75,842.20,845.184777624942686840,4362,269,3686696.00,1894,43.42,15.05,-5.75
14-March-2018,848.05,860.00,837.80,841.70,845.717373505813001473,6107,348,5164796.00,2197,35.98,22.20,-6.35
13-March-2018,826.45,864.05,825.75,844.95,847.747763550254341343,11402,682,9666020.00,4898,42.96,38.30,18.50
12-March-2018,830.85,835.00,820.75,823.35,827.213505461767626613,6042,447,4998024.00,3314,54.85,14.25,-7.50
9-March-2018,820.00,838.30,815.00,817.20,826.516460905349794238,4860,383,4016870.00,1784,36.71,23.30,-2.80
8-March-2018,836.00,847.00,822.20,831.60,834.403762227238525206,6645,395,5544613.00,2552,38.40,24.80,-4.40
7-March-2018,830.65,849.40,828.50,834.50,838.704325913481730365,7143,610,5990865.00,2915,40.81,20.90,3.85
6-March-2018,834.90,846.15,820.00,834.85,832.219856168861492481,10707,589,8910578.00,5086,47.50,26.15,-0.05
5-March-2018,833.85,833.85,815.65,819.85,826.306961402126821583,20312,457,16783947.00,15808,77.83,18.20,-14.00
1-March-2018,854.90,863.90,832.25,836.85,852.644918793503480278,10775,650,9187249.00,4611,42.79,31.65,-18.05
28-February-2018,835.00,857.80,826.50,854.80,847.737346656917702494,12309,766,10434799.00,4223,34.31,31.30,19.80
27-February-2018,866.25,877.50,838.00,848.75,864.099893503727369542,28170,1667,24341694.00,8231,29.22,39.50,-17.50
26-February-2018,830.05,875.25,823.45,866.85,843.582860416292896959,317709,3666,268013867.00,278535,87.67,51.80,36.80
23-February-2018,793.00,827.00,792.15,819.65,813.319840213049267643,41305,1829,33594176.00,15156,36.69,34.85,26.65
22-February-2018,769.95,799.95,765.00,782.05,787.756654617154124219,18258,1081,14382861.00,4596,25.17,34.95,12.10
21-February-2018,750.65,777.20,750.00,755.70,763.736541143654114365,7170,544,5475991.00,1842,25.69,27.20,5.05
20-February-2018,747.10,752.85,733.30,742.50,744.589311231780508716,3499,264,2605318.00,1609,45.98,19.55,-4.60
19-February-2018,765.00,769.00,740.10,750.95,754.250137136588041689,3646,325,2749996.00,1582,43.39,28.90,-14.05
16-February-2018,773.50,779.90,761.35,767.15,769.802366863905325443,2535,253,1951449.00,1329,52.43,18.55,-6.35
15-February-2018,793.55,797.95,766.00,773.00,784.805476093175316714,2447,216,1920419.00,853,34.86,31.95,-20.55
14-February-2018,790.30,799.95,788.45,793.40,794.532341392849762347,4839,364,3844742.00,2436,50.34,11.50,3.10
12-February-2018,790.15,799.85,780.00,781.60,789.450606585788561525,6924,341,5466156.00,2109,30.46,19.85,-8.55
9-February-2018,778.35,799.85,769.55,793.30,787.047588186279048236,10801,743,8500901.00,3616,33.48,30.30,14.95
8-February-2018,770.05,799.35,759.25,794.30,790.598093651674995372,10806,956,8543203.00,3946,36.52,40.10,24.25
7-February-2018,787.75,790.95,750.30,757.60,784.834784945386718935,63263,478,49651003.00,59112,93.44,40.65,-30.15
6-February-2018,755.00,790.00,705.00,784.35,763.786035422343324250,29360,2004,22424758.00,11406,38.85,85.00,29.35
5-February-2018,762.90,784.00,762.90,770.05,774.533456818708034267,8638,894,6690420.00,4294,49.71,21.10,7.15
2-February-2018,783.15,803.05,690.35,784.70,776.405816114573084071,27441,2830,21305352.00,10174,37.08,112.70,1.55
1-February-2018,790.75,792.70,769.45,783.00,782.053249425148251240,16526,1568,12924212.00,7754,46.92,23.25,-7.75
31-January-2018,781.00,800.00,776.60,789.05,791.725661145015983725,24087,2473,19070296.00,9629,39.98,23.40,8.05
30-January-2018,788.40,794.50,775.70,780.90,787.125196184957141132,16566,1336,13039516.00,9026,54.49,18.80,-7.50
29-January-2018,799.00,820.50,771.00,782.25,792.088344266277939747,32928,2756,26081885.00,12023,36.51,49.50,-16.75
25-January-2018,787.05,794.95,776.70,788.65,788.972678718159408381,9736,825,7681438.00,4558,46.82,18.25,1.60
24-January-2018,799.80,799.90,777.40,786.50,789.110493594574227581,21232,1821,16754394.00,9176,43.22,22.50,-13.30
23-January-2018,791.55,815.40,785.70,792.85,803.317161786706561231,37432,3869,30069768.00,16878,45.09,29.70,1.30
22-January-2018,770.00,818.65,755.00,789.35,801.852345730458033822,57594,4528,46181884.00,21342,37.06,63.65,19.35
